index,text,label_text,label_code,tweet_id
192,RT Working on a project in TN right now. A vendor tells me he could never live in NY (where I am from). I responded I could never live in a state that passes laws where a rapist's family can sue a woman who gets an abortion as a result of a rape perpetrated by their relative.,Slightly believe abortion should be legal,1,1506878780475858945
193,Well you can get an abortion up to 24 weeks but its rare. So your solution to abortion is to c section 12 week old fetus out into the world to die? dont be so dense,Slightly believe abortion should be illegal,-1,1530107939423408128
194,"RT So if Roe v. Wade is overturned, does that mean women could be allowed to choose to get hysterectomies or tubal ligations on their own accord, with no hassle from doctors?",Neutral to abortion rights/restrictions,0,1466557616637689857
195,This is the reason abortion is necessary and legal! #ProChoice #WomensRightsAreHumanRights,Strongly believe abortion should be legal,2,1486751987366436872
196,Vaccine mandates and mask mandates should only apply to men because women should have the right to control their own bodies. *See the hypocrisy here? [ps: Im pro-choice],Strongly believe abortion should be legal,2,1470606277126639619
197,"Legalization of abortion ingasita considering the high rate of teenage pregnancy and the number of girls labalahlekelw timphilo+nalaba barren cz of bazama black markets for abortion measures, fact's atsi abortion to developing countries it's a #need",Strongly believe abortion should be legal,2,1505605014059991045
198,Just a heads-up to anyone who might have tried challenging or engaging with wrongheaded post about abortion--she's not interested in anyone else's voice. ,Neutral to abortion rights/restrictions,0,1469418381845532672
199,RT Already seeing impacts on Georgia abortion providers even though the states law is still on pause. #gapol ,Neutral to abortion rights/restrictions,0,1541907926541008897
200,Why should anyone have kids if they don't have the means to provide for them? The bible thumping anti-abortion people don't give a crap about kids born to ignorant parents.,Strongly believe abortion should be legal,2,1482176439814348803
201,"RT This woman shall burn in hell for eternity for his sins against the unborn. When she breathes her last breath, Hell awaits.. Texas Abortion Provider Resumes Services After Judge Blocks Tough New Law via @Newsmax",Strongly believe abortion should be illegal,-2,1446336264593022976
202,Here's the beautiful thing: You can be against abortion but you do not have the right to control anyone's body but your own. You're going to have to love the living woman more than the potential. Pray for them. They are far and away more important.,Slightly believe abortion should be legal,1,1466507497628332041
203,RT .why are you funding anti-abortion politicians? Thats not ok! Please take a public stand to stop bankrolling anti-choice politicians. #PepsiHalftime #SuperBowlLVI ,Strongly believe abortion should be legal,2,1493009665063632897
204,"RT During the trial, a Jane Doe recalled walking in on R. Kelly sexually assaulting Aaliyah when the late singer was just 13 or 14 years old. Another Jane Doe testified that R. Kelly admitted to marrying Aaliyah so she could get an abortion. ",Neutral to abortion rights/restrictions,0,1441843708182269952
205,"He don't know anything about God. God is all about his children. You think abortion is fine to kill a baby. That's why you couldn't get communion, cause you believe in the Agenda, and NOT God. or the rights of the unborn.",Strongly believe abortion should be illegal,-2,1535959406583635974
206,"Well I suppose the lesson is, bring back Marxism, surrender all rights, handover all your income and wealth, TV isnt worth watching since all the news is fake, and just have sex. But make sure you use birth-control of abortion so the Global Warming people are happy.",Slightly believe abortion should be illegal,-1,1507517448785903617
207,"both of their fans are fucking weird treating this whole thing as a game, creating memes and shit like wtf abuse is a serious matter and some of yall are way too invested in these rich ass people meanwhile abortion might be illegal again this is what yall should be worry about ",Strongly believe abortion should be legal,2,1523074255553970177
208,its their body their choice unless its a woman they never met in their life picking out her birth control,Strongly believe abortion should be legal,2,1506613308551569420
209,"RT Ahhhh, interesting that it was a Republican, anti-abortion radical, Moscow Marge. I noticed that you ignore the war crimes on murdering Ukrainian citizens committed by your best pal Putin yesterday. God you're such scum #GOP #GOPRussianAssets #GOPLiesAboutEverything #MAGA #QAnon ",Strongly believe abortion should be legal,2,1511725607360634885
210,"The thing is, this has happened in other countries before and no one seemed to think about that before making the abortion laws.",Neutral to abortion rights/restrictions,0,1459809389024399363
211,Now? This is not new. This has never been about pro-life. This has always been about controlling women.,Neutral to abortion rights/restrictions,0,1496341902899412993
212,RT A really accessible and comprehensive brief by the folks at specifically on the safety of medication abortion (abortion with pills): ,Strongly believe abortion should be legal,2,1523066538991013888
213,RT Supreme Court will hear constitutional challenge to Texas abortion law on November 1st. - can federal government sue Texas,Neutral to abortion rights/restrictions,0,1451649260152369155
214,"RT Pro-Womens Reproductive Rights marches nationwide show how unpopular the Alito draft is, broadly speaking. Its not like hes broadening rights & freedoms but taking them away.",Neutral to abortion rights/restrictions,0,1525602547058233345
215,RT A Republican America: No voting No books No history No abortion No healthcare No POC No LBGTQ No taxing the rich No welfare White Guns Russian Subservient women This is why we must vote en masse. #BlueVoices #VoteBlueToSaveDemocracy,Strongly believe abortion should be legal,2,1505701585552297986
216,He forced abortion and even sterilization outside German race. He only wanted Germans not to abort for eugenics not orolife. It was already illegal. He only banned info,Neutral to abortion rights/restrictions,0,1487331464022835202
217,"Beto may have lost every other statewide election hes run in, but this time will be different His comprehensive platform of abortion teaching young children to be trans, open borders, and gun confiscation will surely win him a MASSIVE landslide victory in Texas. #BetoForTexas",Strongly believe abortion should be legal,2,1517315800947908622
218,"RT Biden admin is hoping US is distracted by raging inflation, rising crime, a crisis on our border, a baby formula shortage..decision by SCOTUS on abortion..so we wont notice their attempt to cede U.S. sovereignty in Geneva. Its time to raise a ruckus ",irrelevant or no opinion on abortion,99,1528154143566843911
219,"RT He has forgotten to mention the part about when a woman is forced to have a child b/c they have lost the right to control their own uterus so they have been forced to give birth to said child. Then thats just too bad, get over it. ",Strongly believe abortion should be legal,2,1486550797580218368
220,"Lefties couldnt Abolish school prayer Effectively legalize pornography Legalize abortion Legalize gay marriage Etc Through the democratic process, so they had the Court do it for them ",Strongly believe abortion should be illegal,-2,1540078821436710914
221,RT .its not illegal to get pregnant. Texas and some other states have made it illegal to get an abortion. Words mean things.,Neutral to abortion rights/restrictions,0,1449363809962012674
222,"RT heard someone say, ""we just don't know what's in the vaccine and we're careful about what we put into our bodies."" cool... what's in tylenol, motrin, robitussin, birth control, etc.? Tell me you twitter scientist.",irrelevant or no opinion on abortion,99,1448302329069903873
223,RT Abortion isn't always a difficult decision! There's no reason why someone should have to struggle before being deemed worthy of essential medical care!!!,Strongly believe abortion should be legal,2,1505295206207401989
224,"Idk I think shes genuinely pro-choice etc. not really any place for her. I think this is more of a maverick shtick. though she is opposed to raising taxes on the rich and corporations, thats inexplicable as a Democrat.",Neutral to abortion rights/restrictions,0,1446287211310329868
225,"Assassination Martyrdom, Slaughter of Innocence anything to create animus pitting one group against another |Race Sex | Abortion |2 Amendment Guns| Power | Greed | Natural Disasters| are SHOCK DOCTRINE Naomi Klein |",Neutral to abortion rights/restrictions,0,1533602774231011328
226,RT Time for the Senate to pass the Womens Health Protection Act. ,Strongly believe abortion should be legal,2,1447354834722557952
227,"Wrong. Science doesnt back abortion, any more than it backs nuclear war. Fetus is a human being. Medicine doesnt back abortion. And law said slaves were not persons either.",Neutral to abortion rights/restrictions,0,1532038301053599745
228,RT Critical effort by Tribe and Maddow to fight Texas Abortion Ban. SCOTUS decision of Cambridge Mass Li,Neutral to abortion rights/restrictions,0,1450505482347634691
229,RT Heres what the Roe v. Wade overturn means for YOUR dinero (especially Latinas) ,Neutral to abortion rights/restrictions,0,1540482951078477824
230,"RT Hi now is the time to ensure that no woman or girl, no matter where she lives, is denied her fundamental sexual and reproductive rights. Will you legislate and defend womens choices over their bodies and futures? #roevwade",Strongly believe abortion should be legal,2,1541901456873242626
231,"RT AT&T is anti-choice. They gave the most money for SB8, the Texas vigilante abortion ban. AT&T is a targeted company on Wednesdays for #NoHumpDay strikes and protests. AT&T believes women should not have control over their own bodies. AT&T helps subjugate us. #StrikeForChoice ",Strongly believe abortion should be legal,2,1478439640730378241
232,"Forcing a woman to carry an organism in her body for 9 months she does not consent to is punishment, yes. I absolutely consider that controlling and it should be addressed, especially if access to abortion was clear and easy.",Strongly believe abortion should be legal,2,1447656332429905921
233,"RT ""Safe abortion is health care. It saves lives."" WHO's blasted the Supreme Courts decision to end the constitutional right to abortion as a setback for the decades-long trend toward safer access ",Strongly believe abortion should be legal,2,1542270575384506368
234,"RT Thread. Infection derived immunity is to preventing infection as lactational amenorrhea is to birth control. Because when they stop working, you find out the worst possible way, at the worst possible time. ",Neutral to abortion rights/restrictions,0,1494411912951607300
235,"Don't like guns? Don't buy one! (That's the abortion argument, right?)",Neutral to abortion rights/restrictions,0,1529232694185537537
236,"RT Congratulations to Arkansas and Oklahoma, which have already passed over a dozen pro-life laws this year to protect babies from abortion.",Strongly believe abortion should be illegal,-2,1445788758586970115
237,"RT Dyers book Slavery, Abortion, and the Politics of Constitutional Meaning, compares slavery & abortion, arguing that Roe v. Wade denies personhood to fetuses the same way the Dred Scott v. Sandford denied personhood to Black people. ",Strongly believe abortion should be illegal,-2,1536695257387122688
238,Preborn has been around for decades. Abortion is still here.,Neutral to abortion rights/restrictions,0,1512143495271784455
239,RT ATTENTION : and join to talk about the effects of the SCOTUS draft opinion on Roe v. Wade and how it impacts the upcoming midterm elections. Watch tomorrow at 10AM ET. #SundayShow #MSNBC ,Neutral to abortion rights/restrictions,0,1525605782028443651
240,RT Time for you to read your bible. Religious #ProLife people are the ultimate moral hypocrites. Read the listed verses and their contexts https://t.co/GWAszNUz9S ,Strongly believe abortion should be legal,2,1503101832062595075
241,-Texas abstinence only education is WRONG! It's positively correlated with teenage pregnancy/abortion/std and birth rates -Teach COMPREHENSIVE Sex Ed that teaches abstinence AND ACCESS to every type of birth control to lower unwanted pregnancy/teen pregnancy/STD rates!,Strongly believe abortion should be legal,2,1447620028665196549
242,"Abortion is also used as a tool to cover up sexual abuse, as a way for perpetrators to 'rid of evidence'. Do you really want to be complicit to this cycle of violence?",Strongly believe abortion should be illegal,-2,1530353102380888065
243,"RT Insurrection, overturning Roe v. Wade, voter suppression, taking away LGBTQ rights. Republicans are destroying America, trying to make it in their hateful, racist, sexist, homophobic image. Do Americans need anymore reasons to vote in record numbers in November?",Strongly believe abortion should be legal,2,1521633533353148417
244,"RT Right now, the Supreme Court is considering the most important abortion case in a generation. Visit our NEW resource page to learn how you and your church can prepare for the ruling and continue to care for vulnerable women and children: ",Neutral to abortion rights/restrictions,0,1498748621109579781
245,Our dad&mom play ground homelands need fixen.Lovers have intimacy without causing a pregnancy or an abortion.Dads&moms natural prolifehomelands. Dont overpopulate your lover your friend. . https://t.co/7buoyY1RMk ,Slightly believe abortion should be legal,1,1482700161549746176
246,"By that logic, all but one firearm could be made unavailable and youd say it wasnt infringed. Lots of whining on your TL about abortion rights, but youre awfully proud of yourself when you trample rights you dont agree with ",Slightly believe abortion should be illegal,-1,1533364301272080384
247,RT Did you know that the rate of ER visits related to #chemicalabortion increased by 507% between 2002 and 2015? Yet the FDA recently ignored that data and relaxed safeguards on #abortionpills. Learn more about the dangers of chemical abortion in ,Strongly believe abortion should be illegal,-2,1499955814416756738
248,"RT Supposing himself a devout Catholic, [Joe Biden] knows full well that facilitation of abortion is a mortal sinyet he freely, knowingly, and willingly chooses to advance the slaughter of the innocent. ",Strongly believe abortion should be illegal,-2,1467514851144654848
249,It's actually hilarious that you think of Coffee as being someone who is on your side vs the police. I'm sure the black drug dealer with a long rap sheet is a principled conservative who is pro-life and supports limited government. ,Neutral to abortion rights/restrictions,0,1463150226747924486
250,"Anyone have any idea what the cut-off age is, when conservative Covid deniers toss their pro-life stance? ",Strongly believe abortion should be legal,2,1479885595669368833
251,"RT #SistersInLaw predicted this in our last episode. I predict when a suit agst abortion ban is filed on religious grounds bec it denies abortions that are allowed under Jewish tenets, SCOTUS will not accept it as it has Christian tenets. ",Slightly believe abortion should be legal,1,1522348665657987072
252,"RT Originalism, Inc is on trial this term, and I worry the babies will pay for it. ",irrelevant or no opinion on abortion,99,1455540102520872969
253,if it's that late of term the couple wasn't ever planning an abortion anyway so that's moot.,Slightly believe abortion should be illegal,-1,1526574637135454208
254,"RT Here's my take on this morning's discourse: If you are mad at the phrase ""pregnant people"" because you feel it excludes w",irrelevant or no opinion on abortion,99,1450506319836811264
255,"I believe in a woman right to choose. If you want to stop abortion. Make it a law that all men have to have a vasectomy, he can reverse it when he wants to procreate. It takes two to tango.",Strongly believe abortion should be legal,2,1532746370683006976
256,"That I had a spontaneous abortion? That it was only blood and clots that came out? Nope, not incorrect. Youre an ignorant child who knows nothing.",Neutral to abortion rights/restrictions,0,1515843951311216644
257,RT If youre pro 2A and against any gun control -you dont get to be anti-abortion.,Strongly believe abortion should be legal,2,1534520943950843905
258,"RT In a now-deleted tweet that led to doxxing effort, a New York Times writer urged abortion advocates to escalate their protest campaign against conservative Supreme Court justices From ",Neutral to abortion rights/restrictions,0,1527391651290923008
259,What do YOU call people who: - Want adults to have secret sex talks with 5-8yr olds - Want to restrict speech of political opposition - Want unfettered abortion up to birth - Want UA border protection but open borders here - Want to disarm the populace - Want due process limits,Strongly believe abortion should be illegal,-2,1524892415273750528
260,"RT Right-wing Supreme Court justices are on the verge of reversing Roe v. Wade. The time is NOW to protect abortion rights for all! Sign the petition to protect legal, safe, & accessible abortions as essential health care! #AbortionIsHealthcare! ",Strongly believe abortion should be legal,2,1521992427992612864
261,Dont ruin the only halfway decent argument Ive seen for abortion with your idiocy.,Slightly believe abortion should be legal,1,1466828354078842887
262,"RT Fort Worth came out for the Womens March and Rally for Abortion Justice. Now we do the real work, making sure we vote for real change! #WomensMarch2021 #KeepMarching ",Strongly believe abortion should be legal,2,1444414753712087048
263,"RT It's 2022 and we're *still* having to fend off Republican legislation based on this quack's ""research."" Unreal. ",irrelevant or no opinion on abortion,99,1508919702835322880
264,"I strongly believe they couldve HAD this shit out on the market already, but they need it to be perfect so the men dont get cranky. I wish women had a birth control that didnt cause us migraines or painful acne or weight fluctuation, etc.",Slightly believe abortion should be legal,1,1507746633240530950
265,Okay I think were beyond the dont have kids part. People have kids they cant afford all the time. Look out for the kids. Dont make them suffer because of their parents lack of resources. I bet youre pro-life too huh,Neutral to abortion rights/restrictions,0,1488241959567343619
266,A win for the anti-choice/pro-mandatory birth movement.,Strongly believe abortion should be legal,2,1539707087823020034
267,RT Hope your kid doesnt ever find your Twitter: Katie Hill saying her own pregnancy has made her even MORE pro-choice does NOT go over well via @twitchyteam,Neutral to abortion rights/restrictions,0,1466883732590182402
268,"RT Crime, including abortion, is the backbone of democrat / woke ideology.",Strongly believe abortion should be illegal,-2,1541570620873400321
269,Look at this it is disgusting. new law in Colorado that allows women to get an abortion up to the moment of birth and denies the rights of pre-born babies. They are sick,Strongly believe abortion should be illegal,-2,1511811761355247622
270,Is it only ladies that have done abortion that always have health issues or are they the only ones that have done extreme things? Im not encouraging it but Abeg,Slightly believe abortion should be illegal,-1,1479199723869376517
271,check out ... it's all about gas taxes. they're sincere desire is that nobody thinks about abortion when voting in November. I think that's going to be hard for them to pull off!,Neutral to abortion rights/restrictions,0,1541565188796825600
272,RT This pro-abortion activist thinks anyone can be a woman. She also thinks men can become pregnant & have abortions. The Democrats have become a clown show! ,Strongly believe abortion should be illegal,-2,1527020841237635073
273,"RT The ""conservative"" men behind these insane abortion laws need to be OUTED AS SUPPORTING ABORTION IN THEIR PRIVATE LIVES BECAUSE OF COURSE THEY DO.",Strongly believe abortion should be legal,2,1455226516988645382
274,"RT Reminder: Supreme Court opinion ruling today on Roe v. Wade, as well as the Durham Sussman trial begins. ",Neutral to abortion rights/restrictions,0,1526236989766389761
275,"RT Seen of Quora re: the leak of Alitos draft judgement on abortion: That leak did happen just about the time attention began to be focused on {Ginni Thomas], didn't it? ",Neutral to abortion rights/restrictions,0,1528434694794223619
276,"On an institutionally-enforced basis, I agree, abortion can be used as genocide (see: eugenics). However, this trait is not inherent in the procedure and the act of a mother choosing to have an abortion does not fit the definition. (1/2)",Strongly believe abortion should be legal,2,1437868616427479040
277,"RT Disgusting is an understatement, @GovAbbott. Sign the petition today to show up against this unconstitutional ban on abortion.",Strongly believe abortion should be legal,2,1437561228948385794
278,"Sorry no. That isn't the way the world works. We have a safe and effective way to end a pregnancy if the pregnant person does not give consent for their body to be used. If you don't like abortion, don't have one Simple",Strongly believe abortion should be legal,2,1500569761897279490
279,RT America is the only industrialized democracy without universal healthcare for all: medical expenses are the leading cause of personal bankruptcy in the USA #MedicareForAll #SinglePayerSunday Republicans oppose: Medicare Abortion Social Security Disney World Books,Neutral to abortion rights/restrictions,0,1538465250252562438
280,"RT I had asked a pro-life person earlier, why do pro-life red states have highest infant mortality rates? Babies being born & letting them die, isnt ProLife.",Strongly believe abortion should be legal,2,1512225887692877824
281,"RT The GOP attacks on women's rights have disgusted & revolted Georgians. We support reproductive healthcare access for all people, addressing wage disparity, and taking a firm stand against violence towards women. Ready to fight back with y'all. #InternationalWomensDay",Strongly believe abortion should be legal,2,1501240371866656782
282,"Again you're resorting back to saying ""But rape"" how do you address abortion by ways other than rape and incest? You're using the fringe minority to argue for something people do because they have reckless sex. This is the exact same thing anti gun advocates do.",Slightly believe abortion should be illegal,-1,1511077212442660864
283,"Great letter, and thanks for pointing out the rampant hypocrisy of the anti choice brigades.",Strongly believe abortion should be legal,2,1481372670302244867
284,RT Virginia Governor Race a Dead Heat as Pro-Life Glenn Young Catches Pro-Abortion Terry McAuliffe h,Neutral to abortion rights/restrictions,0,1446989481626816519
285,"RT Sex Education has morphed from the facts of life into a free-for-all for every right-on ideology, special interest group or HT whim Religious groups teaching abortion Choose Your Gender to teens LGBT awareness in Early Years Anti-racism in Primary Schools ",Slightly believe abortion should be illegal,-1,1498591994217648128
286,"2. A benevolent, omnipotent God will have a non-horrifying plan for *all* the unborn. 3. Abortion bans aren't in the Bible AFAIK. 4. Education could massively reduce abortion, which the religious right is ignoring; & if you see abortion as awful, hey, a possible solution. 2/2",Slightly believe abortion should be illegal,-1,1499757847332204549
287,"You have a Neanderthal understanding of what abortion is, and an even dumber understanding of what a human being is. Something the size of a quarter that wouldn't exist outside of a womb isn't a human you thick wet lump.",Strongly believe abortion should be legal,2,1454843170357907457
288,"Yeah I don't need to align perfectly with anyone. But there are certain political opinions I cannot align myself with politically. E.g. If someone was pro-life, I would not be comfortable organising with them. Or if someone held racist opinions. Etc.",Strongly believe abortion should be legal,2,1526583322620592128
289,RT A bill to add 4 seats to the Supreme Court is slowly picking up more support in Congress. Rep. Chellie Pingree (D-Maine) jus,Neutral to abortion rights/restrictions,0,1448420667880214530
290,"While I admire her strength of character in this, I would not vote for her due to her stance on abortion rights, LGBTQ issues, gun safety, and Im sure there are other issues. She is absolutely ver conservative.",Slightly believe abortion should be legal,1,1535092804665450501
291,"RT This is from a blog written by Graham Linehan this week. Using words like ""mutilating,"" ""sterilising,"" ""terrorising,"" and ""evil"" (multiple times,) is very much akin to the rhetoric of the ""Pro-Life"" lobby (""murderers"" etc.) and we all know where that sort of rhetoric leads. 1/ ",Strongly believe abortion should be legal,2,1531008343032188929
292,"Lemme guess, you dont like guns, but you support abortion. Hypocritical much? Shocker lmfao.",Slightly believe abortion should be illegal,-1,1533655808558391296
293,RT The US Indiana senator Mike Braun thinks that abortion rights for women should rolled back and that States should have the right to ban mixed race marriages. What a time to be alive.,Neutral to abortion rights/restrictions,0,1506990269400596486
294,"Theres no such thing as a safe abortion. A babys head is crushed, arms and legs ripped off, or the baby is poisoned or starved to death. Abortion is murder. Everybody knows it.",Strongly believe abortion should be illegal,-2,1533430423107272704
295,RT If financial donations to reproductive health clinics and #abortion funds wane + clinics reduce hours/cut staff abortion care in Texas is likely to continue to decrease as many abortion-seeking patients are low-income and may be unable to pay out-of-pocket costs #SB8,Strongly believe abortion should be legal,2,1455413283909877764
296,I am so sorry you think the 2nd amendment keeps from getting an abortion.,Neutral to abortion rights/restrictions,0,1532139282520911872
297,"RT Liberal men in Texas are protesting the state's abortion ban by getting vasectomies. Thank you, Jesus! ",Strongly believe abortion should be legal,2,1475926479829676043
298,1st of all Native are everywhere in South America. Second of all the black population has been stuck at 16% for decades due to abortion while area just jumped in the US. ,Neutral to abortion rights/restrictions,0,1529956381993816065
299,No one would be energized enough to vote Democrat simply because Roe v. Wade is overturned.,Slightly believe abortion should be legal,1,1467211429279412232
300,"RT Two Supreme Court opinion days this week: Thursday and Friday. Remember: no matter what the SCOTUS decision, abortion will remain safe and legal until 24 weeks in New Hampshire. But elections matter -- abortion access will depend on who holds power in Concord. #NHPolitics ",Strongly believe abortion should be legal,2,1539758662742409218
301,"RT Justice Sonia Sotomayor denounced her anti-women right wing colleagues for looking ""the other way"" on Texas' abortion law: ""I cannot."" ""This case is a disaster for the rule of law and a grave disservice to women,"" the justice wrote in a scathing dissent ",Strongly believe abortion should be legal,2,1484546792683413507
302,RT War has been declared upon our children for years. Abortion Pedophelia Sexual Assault Trafficking Just like my gunstry to take them. Our children? You tried. See thread,Slightly believe abortion should be illegal,-1,1535260658299990016
303,RT #SCOTUS must affirm the right to abortion. Thats it. Thats the tweet. #AbortionIsEssential,Strongly believe abortion should be legal,2,1461767900163981320
304,He's mistaken. Abortion is not sacrifice to Ba'al. We'd know.,Slightly believe abortion should be legal,1,1510128339402604545
305,"Uhm a notoriously right wing, homophobic former elected is vouching for the gay who's vouching for the Mayor after Adams appointed 3 homophobic/anti-choice men to his administration? p.s. Voting the right way is a vote, not leadership of a movement ",Slightly believe abortion should be legal,1,1496985067759013892
306,"The killing of one human being by another is murder, live begins at conception and ends with termination. What if it were your fetus or body parts being ripped out of your mother's womb while you were alive, I'd bet you'd be against abortion then! ",Strongly believe abortion should be illegal,-2,1517855017004371969
307,"You think people are going to stop fighting for their birth rights? Freedom is essential to human life! U cannot control a human being we are here for our own mission purpose not live under trudeau dictatorship! Controlled masking, food, money, daily life. Why birth humans at all",Strongly believe abortion should be legal,2,1511695783686455298
308,"In Canada and the West they are more Subtle - they ""legalized""Abortion ...",Slightly believe abortion should be legal,1,1496957178292355088
309,"RT Court Temporarily Blocks Michigans 1931 Abortion Ban, Finding That It Likely Violates State Constitution via @TPM",Neutral to abortion rights/restrictions,0,1526647053832552448
310,"RT How Republicans respond to court rulings they don't like: by threatening the courts' budget They did the same thing in Alaska a few years ago, to ""reduce Supreme Court funding by same amount state spends on elective abortion coverage"" ",Slightly believe abortion should be illegal,-1,1511440833400217600
311,"RT Now, Im the same breath, tell me about your views on abortion, legalizing marijuana, or Utahs restrictive alcohol laws. Im sure it lines up perfectly.",Neutral to abortion rights/restrictions,0,1484982684803731458
312,"RT Bans on abortion dont mean people wont abort, it just means more women will die due to unsafe procedures. ",Strongly believe abortion should be legal,2,1459364624428457990
313,That answers that. But dont say gay I guess. Dudes also way too anti-choice for me as well.,Slightly believe abortion should be legal,1,1500204475025342464
314,"Also try to ask in a whispering voice,how many birth control pills,(morning after) has one swallowed before deciding to become a mother, you'll agree with me, I ain't far from the truth!",Neutral to abortion rights/restrictions,0,1505603873066696705
315,"""GiveSendGo"" is a ""Christian crowdfunding site"" that frequently funnels money to things like ""canceling so and so abortion"" and ""send kids to Christian camp"". That IS the far right.",Slightly believe abortion should be legal,1,1494783892473057284
316,Would be curious where this immense social pressure to have an abortion came from. Is she insinuating she was forced into an abortion here?,Slightly believe abortion should be illegal,-1,1518658926266355712
317,"Oh, really....Disgusting people are those who murder the unborn.... As a reputable president once said...I see the people pushing abortion have already been born. ",Strongly believe abortion should be illegal,-2,1533829510843473920
318,RT Abortion hearings: What's going on in #Namibia? (1/4) ,Neutral to abortion rights/restrictions,0,1481668237461016584
319,Some good context is that more people died of covid in 2021 than 2020 and we got less money Hows that for some context lol Federal minimum wage is still 7.25 Im getting a dozen notifications a day of states making abortion damn near impossible. But yeah vote blue!,Strongly believe abortion should be legal,2,1520608078294437889
320,RT There is more evil that happens in any abortion clinic on any given day of the year than what happened at the U.S. Capitol,Strongly believe abortion should be illegal,-2,1476578737210728457
321,THIS ORGANIZATION IS SICK - IT PROMOTES KILLING INNOCENT BABIES - THE GOVERNMENT SHOULD NOT BE PAYING FOR A WOMAN TO HAVE AN ABORTION - IT IS MURDER,Strongly believe abortion should be illegal,-2,1446257661989855236
322,RT THE AMOUNT OF PEOPLE WHO JUST WALKED OUT OF THE HALSEY CONCERT AFTER NIGHTMARE WHEN SHE SPOKE ABOUT ABORTION WAS SICKENING. FIGHT FOR WHAT IS RIGHT. #AbortionRightsAreHumanRights #MYBODYMYCHOICE #halsey @halsey,Strongly believe abortion should be legal,2,1541559588180398080
323,"RT DO NOT RAP MY DOOR FOR A VOTE Jay's mum blasts the pro-abortion politicians who voted to kill children like her son Jay, who has Down Syndrome, up to birth in Northern Ireland. Credit Mc Cafferty https://t.co/RGZn0PMdLp #AE22 #VoteThemOut ",Strongly believe abortion should be illegal,-2,1518655773898952705
324,You might consider educating yourself on the facts of when and where late term abortions are allowed. ,Slightly believe abortion should be illegal,-1,1465799347866505216
325,"RT More blue states need to follow her lead. If the abortion bans being unrolled in red states now should land on the steps of the SC, we will regret not having our own arguments to present. ",Slightly believe abortion should be legal,1,1512089908759781378
326,RT I know exactly who needs to hear this: Nobody can get pregnant without sperm. So why is the onus always on the person with the uterus but never the person with the testes? Abortion is healthcare. And ALL medical procedures should stay private. #OperationSaveAbortion ,Strongly believe abortion should be legal,2,1537824549512876033
327,RT If the Supreme Court curtails abortion rights it could flip the script on the 2022 midterm elections #7News,Neutral to abortion rights/restrictions,0,1467218564386066438
328,"If your wife had miscarried (maybe she did!), should you have had to weigh getting medical care against the possibility she'd go to jail? Doesn't matter if you say you don't support criminalization - if the state says abortion is murder, miscarriages are a potential crime scene.",Strongly believe abortion should be legal,2,1523788343477415937
329,RT Does beating your GF till she loses the pregnancy count as an abortion?,irrelevant or no opinion on abortion,99,1528390053650583552
330,"RT These pro abortion, PRO MURDER women make me sick!!!! ABORTION IS MURDER! Use birth control or keep your legs closed, GOD DOES NOT CONDONE MURDER!! You are selfish and evil to murder your own babies!!",Strongly believe abortion should be illegal,-2,1526601115801776130
331,RT male birth control doesnt exist Male birth control: ,Slightly believe abortion should be legal,1,1509159991231623171
332,RT Pro-Life Advocates Want to Close Abortion Clinic That Illegally Dumped Aborted Baby Parts and Patient Records ,Neutral to abortion rights/restrictions,0,1496458635236552709
333,"RT I know none of this matters because McConnell doesn't make up these new ""rules"" in good faith. But man, Democrats really need to recognize that's the case and exploit his twists of logic when they provide an opening like this ",irrelevant or no opinion on abortion,99,1439325650708570115
334,"RT Don't let the Democrats fool you that suddenly they care about children when they push abortion to the nth degree, are indoctrinating them in school into communism and gender confusion and allow POC children to be murdered in their cities and do nothing about it!",Strongly believe abortion should be illegal,-2,1529840712765816832
335,"Read Dr. Seuss's ""Horton Hears a Who!"" in relation to abortion. ""'Should I put this speck down? Horton thought with alarm. If I do, these small persons may come to great harm. I cant put it down. And I wont! After all A persons a person. No matter how small.'",Strongly believe abortion should be illegal,-2,1466500742454333445
336,RT Synagogue in Boynton Beach sues Florida over abortion law that starts in July. The lawsuit says Abortion law would prohibit Jewish women from practicing their faith free of government intrusion and this violates their privacy rights and religious freedom.,Strongly believe abortion should be legal,2,1539722476271374339
337,"One change I've made is saying ""miscarriage"" or ""early pregnancy loss"" instead of ""spontaneous abortion"" or ""missed abortion"". It's a win-win bc the patients like it better and it cuts down on phone calls",Strongly believe abortion should be legal,2,1517890146661715969
338,"At least in the United States there are no laws inhibiting the treatment of ectopic pregnancies, and if a physician refuses to treat an ectopic pregnancy and a woman dies then thats not pro-life thats medical malpractice. Cant speak to other countries.",Neutral to abortion rights/restrictions,0,1496282915730341892
339,RT Anti-choice extremists dont know whats best for people and their families. They must not set the agenda in Congress this fall. Help us keep the House majority and expand the Senate with more Democratic pro-choice women in office. ,Strongly believe abortion should be legal,2,1508499646234124292
340,RT Join us next Monday at the Capitol to celebrate life at the annual Pro-Life Rally Day! ,Strongly believe abortion should be illegal,-2,1488934991501406210
341,RT It is important to understand the role of the Rockefeller family in making Roe v. Wade possible. ,Neutral to abortion rights/restrictions,0,1483961952087023616
342,RT Learn more about abortion pills from our contributing editor ,Slightly believe abortion should be legal,1,1532464887565144064
