index,text,label_text,label_code,tweet_id
161,RT Why I dont get vaxxed: Practical: I already had COVID and have natural immunity. Medical: Its a new type of vaccine and Im not confident in its safety. Ethical: There must be a grave reason to even remotely cooperate in the evil of abortion. Three strikes and youre out.,Strongly believe abortion should be illegal,-2,1458146450286596097
162,RT I challenge anyone to name one thing tfg & republicans have done to improve America or to solve any of Americas problems. Banning abortion doesnt make it go away. Banning books doesnt stop people from finding out the truth. Punishing transgender people does not change them!,Strongly believe abortion should be legal,2,1496653007097896963
163,"RT Town hall at Duke was great. Had about 150 students join us. A broad discussion: racial wealth gap, corporate PACs, rep",irrelevant or no opinion on abortion,99,1458811886858907648
164,RT to on this #InternationalWomensDay Join in the streets. We REFUSE to Let the U.S. Supreme Court Deny Womens Humanity and Decimate Their Rights! ABORTION ON DEMAND AND WITHOUT APOLOGY! ,Strongly believe abortion should be legal,2,1501328451567038466
165,Because fairness is privilege of our lifetime -> We wrote the rules a long time ago But no one enforced the humane rules -> the seemed to throw their full weight behind selective Jim Crowe laws like that of Abortion. Do you know who they were forcing to have Babies. BLK Slaves.,Strongly believe abortion should be legal,2,1443737682287513603
166,By supporting abortion you've outed yourself as a literal racist white woman who wants to see people of color (and poor Whites) be killed. YOU ARE A RACIST PURE AND SIMPLE,Strongly believe abortion should be illegal,-2,1528476892621262848
167,"RT The Catholic Church explains that the choice to seek an abortion must always be protected. However, they do not see how the order sought here will impact. #safeabortionsavelives #womensrights #sexualandreproductiverights",Slightly believe abortion should be legal,1,1456191665438396418
168,All science proves is a zygote is created at fertilization and development begins. Science makes no prohibition on abortion.,Neutral to abortion rights/restrictions,0,1463930898286616589
169,"RT After 48 years, do I ever get tired of praying at abortion centers? Not really, because what I do on the left brings forward what we see on the right! #StantonBaby #ProLife #Pray ",Strongly believe abortion should be illegal,-2,1450543848506068992
170,If what is how it's going to be? The church following their super well documented stance on abortion? Were you not clear about the church's stance on abortion? The only issue is here is how freaking long the church took to stand up to Pelosi's BS about being a devout catholic ,Strongly believe abortion should be illegal,-2,1528411892502372352
171,"RT WATCH: As the FL Senate prepares to vote on the strictest abortion ban in FL history, Floridians across the state are seeing this ad with a simple message: Stop Attacking Our Rights #BansOffOurBodiesFL ",Strongly believe abortion should be legal,2,1499469849122197506
172,"RT Gavin Newsom says he'll use Texas abortion law tactics to go after assault rifle, ghost gun makers by ht",Neutral to abortion rights/restrictions,0,1470005831139684352
173,RT Pro-Abortion Protesters Mob Catholic Pro-Life Procession ,Neutral to abortion rights/restrictions,0,1533370650919837696
174,"She's a lying liar who lies. She ran on reproductive rights and pulled that football right out from her constituents, voted for Kavanaugh and effectively helped kill R v W. I have no use for her, and wouldn't waste a nanosecond believing her.",Strongly believe abortion should be legal,2,1466507764323307524
175,"This is beyond disgusting. The more extreme the left becomes with such foul rhetoric, the probability of more states making abortion more restrictive or illegal increases. They are immoral and stupid ",Slightly believe abortion should be illegal,-1,1523423025705545728
176,RT Texas is setting up the framework to impose a similar law to the abortion ban for same sex marriages,Neutral to abortion rights/restrictions,0,1452358565205889024
177,"RT In an abortion ban law critical to women's health timing, the SC decides not to rule for months? What might we expect for a decision that is not critical? The J6th committee is screwed unless they use #InherentContempt",Slightly believe abortion should be legal,1,1458996444745154561
178,"First, abortion has existed in all history, not just in our time. Second, abortion is obviously healthcare for the person who is pregnant. And third, if ""so the mother can live as she chooses"" means ""have the right to control her own body,"" then yes, that's what it's about.",Strongly believe abortion should be legal,2,1471892453770899460
179,RT Texas Doctor Admits to Performing Abortion in Clear Challenge to Restrictive Law ,Neutral to abortion rights/restrictions,0,1439657028876709893
180,RT House votes to hold Steve Bannon in criminal contempt of Congress ,irrelevant or no opinion on abortion,99,1451313617194913795
181,RT GoDaddy is cutting off Texas Right to Lifes abortion whistleblowing website ,Strongly believe abortion should be legal,2,1434290873831870464
182,"They Like Socially liberal Republican Governors, I think a pro-life republican wouldn't get far in the northeast like the ones that do exist.",Neutral to abortion rights/restrictions,0,1539292347351060484
183,RT Wow....So anti abortion is about wanting more WHITE BABIES born to keep the WHITE RACE predominant. THAT IS SICK! (60%,Neutral to abortion rights/restrictions,0,1474045071741882372
184,"RT Black women experience disproportionately high rates of death related to pregnancy and or childbirth. This is due to racism and its barriers to quality care. For Black women, its more than abortion rights, its reproductive justice. #FreshWords",Slightly believe abortion should be legal,1,1528731363091697664
185,"NO! Absolutely not! The ONLY proper thing to do is make sure the kid knows how pregnancy occurs, how to avoid pregnancy (Abstinence, or Condoms & Birth Control), if pregnancy does occur there are 2 very good alternate options aside from being burdened with the resultant child...",Neutral to abortion rights/restrictions,0,1506302686974529536
186,Kruger has literally done nothing here other than describe the nature of abortion politics in the UK over the last 50 years,Neutral to abortion rights/restrictions,0,1541911196282064897
187,RT 2. ...when you can join CJ Roberts in a swing three-vote bloc that upholds MS's 15 week limit (with I believe an exception later for the life of the mother)? This cuts away at Roe and gives a victory to the pro-life movement...,Slightly believe abortion should be legal,1,1507350446431690754
188,The doctors were afraid to do so given the fine lines of current laws. It prohibits abortion to at risk pregnancies. This woman was told they have to wait until she goes into septic shock to react. Its not that complicated.,Neutral to abortion rights/restrictions,0,1457940227436204034
189,"Plus, it doesn't matter what you call it. I can have an abortion regardless. My body. My choice.",Strongly believe abortion should be legal,2,1489729043150761985
190,"same here. It's very hard to become a single mother, I wish she just miscarries (instead of showing abortion then can show this). #Anupamaa",Slightly believe abortion should be illegal,-1,1500044879174733824
191,A warning message from this man in the video about #abortion &ppl mocking #God at pride parades. But of course ppl will think this is judging but it is not. God cares for ppl but that doesn'tmean He isn't about His business and doesn't care that people is mocking Him and His Son. ,Strongly believe abortion should be illegal,-2,1481375006076682243
192,RT Working on a project in TN right now. A vendor tells me he could never live in NY (where I am from). I responded I could never live in a state that passes laws where a rapist's family can sue a woman who gets an abortion as a result of a rape perpetrated by their relative.,Slightly believe abortion should be legal,1,1506878780475858945
193,Well you can get an abortion up to 24 weeks but its rare. So your solution to abortion is to c section 12 week old fetus out into the world to die? dont be so dense,Slightly believe abortion should be illegal,-1,1530107939423408128
194,"RT So if Roe v. Wade is overturned, does that mean women could be allowed to choose to get hysterectomies or tubal ligations on their own accord, with no hassle from doctors?",Neutral to abortion rights/restrictions,0,1466557616637689857
195,This is the reason abortion is necessary and legal! #ProChoice #WomensRightsAreHumanRights,Strongly believe abortion should be legal,2,1486751987366436872
196,Vaccine mandates and mask mandates should only apply to men because women should have the right to control their own bodies. *See the hypocrisy here? [ps: Im pro-choice],Strongly believe abortion should be legal,2,1470606277126639619
197,"Legalization of abortion ingasita considering the high rate of teenage pregnancy and the number of girls labalahlekelw timphilo+nalaba barren cz of bazama black markets for abortion measures, fact's atsi abortion to developing countries it's a #need",Strongly believe abortion should be legal,2,1505605014059991045
198,Just a heads-up to anyone who might have tried challenging or engaging with wrongheaded post about abortion--she's not interested in anyone else's voice. ,Neutral to abortion rights/restrictions,0,1469418381845532672
199,RT Already seeing impacts on Georgia abortion providers even though the states law is still on pause. #gapol ,Neutral to abortion rights/restrictions,0,1541907926541008897
200,Why should anyone have kids if they don't have the means to provide for them? The bible thumping anti-abortion people don't give a crap about kids born to ignorant parents.,Strongly believe abortion should be legal,2,1482176439814348803
201,"RT This woman shall burn in hell for eternity for his sins against the unborn. When she breathes her last breath, Hell awaits.. Texas Abortion Provider Resumes Services After Judge Blocks Tough New Law via @Newsmax",Strongly believe abortion should be illegal,-2,1446336264593022976
202,Here's the beautiful thing: You can be against abortion but you do not have the right to control anyone's body but your own. You're going to have to love the living woman more than the potential. Pray for them. They are far and away more important.,Slightly believe abortion should be legal,1,1466507497628332041
203,RT .why are you funding anti-abortion politicians? Thats not ok! Please take a public stand to stop bankrolling anti-choice politicians. #PepsiHalftime #SuperBowlLVI ,Strongly believe abortion should be legal,2,1493009665063632897
204,"RT During the trial, a Jane Doe recalled walking in on R. Kelly sexually assaulting Aaliyah when the late singer was just 13 or 14 years old. Another Jane Doe testified that R. Kelly admitted to marrying Aaliyah so she could get an abortion. ",Neutral to abortion rights/restrictions,0,1441843708182269952
205,"He don't know anything about God. God is all about his children. You think abortion is fine to kill a baby. That's why you couldn't get communion, cause you believe in the Agenda, and NOT God. or the rights of the unborn.",Strongly believe abortion should be illegal,-2,1535959406583635974
206,"Well I suppose the lesson is, bring back Marxism, surrender all rights, handover all your income and wealth, TV isnt worth watching since all the news is fake, and just have sex. But make sure you use birth-control of abortion so the Global Warming people are happy.",Slightly believe abortion should be illegal,-1,1507517448785903617
207,"both of their fans are fucking weird treating this whole thing as a game, creating memes and shit like wtf abuse is a serious matter and some of yall are way too invested in these rich ass people meanwhile abortion might be illegal again this is what yall should be worry about ",Strongly believe abortion should be legal,2,1523074255553970177
208,its their body their choice unless its a woman they never met in their life picking out her birth control,Strongly believe abortion should be legal,2,1506613308551569420
209,"RT Ahhhh, interesting that it was a Republican, anti-abortion radical, Moscow Marge. I noticed that you ignore the war crimes on murdering Ukrainian citizens committed by your best pal Putin yesterday. God you're such scum #GOP #GOPRussianAssets #GOPLiesAboutEverything #MAGA #QAnon ",Strongly believe abortion should be legal,2,1511725607360634885
210,"The thing is, this has happened in other countries before and no one seemed to think about that before making the abortion laws.",Neutral to abortion rights/restrictions,0,1459809389024399363
211,Now? This is not new. This has never been about pro-life. This has always been about controlling women.,Neutral to abortion rights/restrictions,0,1496341902899412993
212,RT A really accessible and comprehensive brief by the folks at specifically on the safety of medication abortion (abortion with pills): ,Strongly believe abortion should be legal,2,1523066538991013888
213,RT Supreme Court will hear constitutional challenge to Texas abortion law on November 1st. - can federal government sue Texas,Neutral to abortion rights/restrictions,0,1451649260152369155
214,"RT Pro-Womens Reproductive Rights marches nationwide show how unpopular the Alito draft is, broadly speaking. Its not like hes broadening rights & freedoms but taking them away.",Neutral to abortion rights/restrictions,0,1525602547058233345
215,RT A Republican America: No voting No books No history No abortion No healthcare No POC No LBGTQ No taxing the rich No welfare White Guns Russian Subservient women This is why we must vote en masse. #BlueVoices #VoteBlueToSaveDemocracy,Strongly believe abortion should be legal,2,1505701585552297986
216,He forced abortion and even sterilization outside German race. He only wanted Germans not to abort for eugenics not orolife. It was already illegal. He only banned info,Neutral to abortion rights/restrictions,0,1487331464022835202
217,"Beto may have lost every other statewide election hes run in, but this time will be different His comprehensive platform of abortion teaching young children to be trans, open borders, and gun confiscation will surely win him a MASSIVE landslide victory in Texas. #BetoForTexas",Strongly believe abortion should be legal,2,1517315800947908622
218,"RT Biden admin is hoping US is distracted by raging inflation, rising crime, a crisis on our border, a baby formula shortage..decision by SCOTUS on abortion..so we wont notice their attempt to cede U.S. sovereignty in Geneva. Its time to raise a ruckus ",irrelevant or no opinion on abortion,99,1528154143566843911
219,"RT He has forgotten to mention the part about when a woman is forced to have a child b/c they have lost the right to control their own uterus so they have been forced to give birth to said child. Then thats just too bad, get over it. ",Strongly believe abortion should be legal,2,1486550797580218368
220,"Lefties couldnt Abolish school prayer Effectively legalize pornography Legalize abortion Legalize gay marriage Etc Through the democratic process, so they had the Court do it for them ",Strongly believe abortion should be illegal,-2,1540078821436710914
221,RT .its not illegal to get pregnant. Texas and some other states have made it illegal to get an abortion. Words mean things.,Neutral to abortion rights/restrictions,0,1449363809962012674
222,"RT heard someone say, ""we just don't know what's in the vaccine and we're careful about what we put into our bodies."" cool... what's in tylenol, motrin, robitussin, birth control, etc.? Tell me you twitter scientist.",irrelevant or no opinion on abortion,99,1448302329069903873
223,RT Abortion isn't always a difficult decision! There's no reason why someone should have to struggle before being deemed worthy of essential medical care!!!,Strongly believe abortion should be legal,2,1505295206207401989
224,"Idk I think shes genuinely pro-choice etc. not really any place for her. I think this is more of a maverick shtick. though she is opposed to raising taxes on the rich and corporations, thats inexplicable as a Democrat.",Neutral to abortion rights/restrictions,0,1446287211310329868
225,"Assassination Martyrdom, Slaughter of Innocence anything to create animus pitting one group against another |Race Sex | Abortion |2 Amendment Guns| Power | Greed | Natural Disasters| are SHOCK DOCTRINE Naomi Klein |",Neutral to abortion rights/restrictions,0,1533602774231011328
226,RT Time for the Senate to pass the Womens Health Protection Act. ,Strongly believe abortion should be legal,2,1447354834722557952
227,"Wrong. Science doesnt back abortion, any more than it backs nuclear war. Fetus is a human being. Medicine doesnt back abortion. And law said slaves were not persons either.",Neutral to abortion rights/restrictions,0,1532038301053599745
228,RT Critical effort by Tribe and Maddow to fight Texas Abortion Ban. SCOTUS decision of Cambridge Mass Li,Neutral to abortion rights/restrictions,0,1450505482347634691
229,RT Heres what the Roe v. Wade overturn means for YOUR dinero (especially Latinas) ,Neutral to abortion rights/restrictions,0,1540482951078477824
230,"RT Hi now is the time to ensure that no woman or girl, no matter where she lives, is denied her fundamental sexual and reproductive rights. Will you legislate and defend womens choices over their bodies and futures? #roevwade",Strongly believe abortion should be legal,2,1541901456873242626
231,"RT AT&T is anti-choice. They gave the most money for SB8, the Texas vigilante abortion ban. AT&T is a targeted company on Wednesdays for #NoHumpDay strikes and protests. AT&T believes women should not have control over their own bodies. AT&T helps subjugate us. #StrikeForChoice ",Strongly believe abortion should be legal,2,1478439640730378241
232,"Forcing a woman to carry an organism in her body for 9 months she does not consent to is punishment, yes. I absolutely consider that controlling and it should be addressed, especially if access to abortion was clear and easy.",Strongly believe abortion should be legal,2,1447656332429905921
233,"RT ""Safe abortion is health care. It saves lives."" WHO's blasted the Supreme Courts decision to end the constitutional right to abortion as a setback for the decades-long trend toward safer access ",Strongly believe abortion should be legal,2,1542270575384506368
234,"RT Thread. Infection derived immunity is to preventing infection as lactational amenorrhea is to birth control. Because when they stop working, you find out the worst possible way, at the worst possible time. ",Neutral to abortion rights/restrictions,0,1494411912951607300
235,"Don't like guns? Don't buy one! (That's the abortion argument, right?)",Neutral to abortion rights/restrictions,0,1529232694185537537
236,"RT Congratulations to Arkansas and Oklahoma, which have already passed over a dozen pro-life laws this year to protect babies from abortion.",Strongly believe abortion should be illegal,-2,1445788758586970115
237,"RT Dyers book Slavery, Abortion, and the Politics of Constitutional Meaning, compares slavery & abortion, arguing that Roe v. Wade denies personhood to fetuses the same way the Dred Scott v. Sandford denied personhood to Black people. ",Strongly believe abortion should be illegal,-2,1536695257387122688
238,Preborn has been around for decades. Abortion is still here.,Neutral to abortion rights/restrictions,0,1512143495271784455
239,RT ATTENTION : and join to talk about the effects of the SCOTUS draft opinion on Roe v. Wade and how it impacts the upcoming midterm elections. Watch tomorrow at 10AM ET. #SundayShow #MSNBC ,Neutral to abortion rights/restrictions,0,1525605782028443651
240,RT Time for you to read your bible. Religious #ProLife people are the ultimate moral hypocrites. Read the listed verses and their contexts https://t.co/GWAszNUz9S ,Strongly believe abortion should be legal,2,1503101832062595075
241,-Texas abstinence only education is WRONG! It's positively correlated with teenage pregnancy/abortion/std and birth rates -Teach COMPREHENSIVE Sex Ed that teaches abstinence AND ACCESS to every type of birth control to lower unwanted pregnancy/teen pregnancy/STD rates!,Strongly believe abortion should be legal,2,1447620028665196549
242,"Abortion is also used as a tool to cover up sexual abuse, as a way for perpetrators to 'rid of evidence'. Do you really want to be complicit to this cycle of violence?",Strongly believe abortion should be illegal,-2,1530353102380888065
243,"RT Insurrection, overturning Roe v. Wade, voter suppression, taking away LGBTQ rights. Republicans are destroying America, trying to make it in their hateful, racist, sexist, homophobic image. Do Americans need anymore reasons to vote in record numbers in November?",Strongly believe abortion should be legal,2,1521633533353148417
244,"RT Right now, the Supreme Court is considering the most important abortion case in a generation. Visit our NEW resource page to learn how you and your church can prepare for the ruling and continue to care for vulnerable women and children: ",Neutral to abortion rights/restrictions,0,1498748621109579781
245,Our dad&mom play ground homelands need fixen.Lovers have intimacy without causing a pregnancy or an abortion.Dads&moms natural prolifehomelands. Dont overpopulate your lover your friend. . https://t.co/7buoyY1RMk ,Slightly believe abortion should be legal,1,1482700161549746176
246,"By that logic, all but one firearm could be made unavailable and youd say it wasnt infringed. Lots of whining on your TL about abortion rights, but youre awfully proud of yourself when you trample rights you dont agree with ",Slightly believe abortion should be illegal,-1,1533364301272080384
247,RT Did you know that the rate of ER visits related to #chemicalabortion increased by 507% between 2002 and 2015? Yet the FDA recently ignored that data and relaxed safeguards on #abortionpills. Learn more about the dangers of chemical abortion in ,Strongly believe abortion should be illegal,-2,1499955814416756738
248,"RT Supposing himself a devout Catholic, [Joe Biden] knows full well that facilitation of abortion is a mortal sinyet he freely, knowingly, and willingly chooses to advance the slaughter of the innocent. ",Strongly believe abortion should be illegal,-2,1467514851144654848
249,It's actually hilarious that you think of Coffee as being someone who is on your side vs the police. I'm sure the black drug dealer with a long rap sheet is a principled conservative who is pro-life and supports limited government. ,Neutral to abortion rights/restrictions,0,1463150226747924486
250,"Anyone have any idea what the cut-off age is, when conservative Covid deniers toss their pro-life stance? ",Strongly believe abortion should be legal,2,1479885595669368833
251,"RT #SistersInLaw predicted this in our last episode. I predict when a suit agst abortion ban is filed on religious grounds bec it denies abortions that are allowed under Jewish tenets, SCOTUS will not accept it as it has Christian tenets. ",Slightly believe abortion should be legal,1,1522348665657987072
252,"RT Originalism, Inc is on trial this term, and I worry the babies will pay for it. ",irrelevant or no opinion on abortion,99,1455540102520872969
253,if it's that late of term the couple wasn't ever planning an abortion anyway so that's moot.,Slightly believe abortion should be illegal,-1,1526574637135454208
254,"RT Here's my take on this morning's discourse: If you are mad at the phrase ""pregnant people"" because you feel it excludes w",irrelevant or no opinion on abortion,99,1450506319836811264
255,"I believe in a woman right to choose. If you want to stop abortion. Make it a law that all men have to have a vasectomy, he can reverse it when he wants to procreate. It takes two to tango.",Strongly believe abortion should be legal,2,1532746370683006976
256,"That I had a spontaneous abortion? That it was only blood and clots that came out? Nope, not incorrect. Youre an ignorant child who knows nothing.",Neutral to abortion rights/restrictions,0,1515843951311216644
257,RT If youre pro 2A and against any gun control -you dont get to be anti-abortion.,Strongly believe abortion should be legal,2,1534520943950843905
258,"RT In a now-deleted tweet that led to doxxing effort, a New York Times writer urged abortion advocates to escalate their protest campaign against conservative Supreme Court justices From ",Neutral to abortion rights/restrictions,0,1527391651290923008
259,What do YOU call people who: - Want adults to have secret sex talks with 5-8yr olds - Want to restrict speech of political opposition - Want unfettered abortion up to birth - Want UA border protection but open borders here - Want to disarm the populace - Want due process limits,Strongly believe abortion should be illegal,-2,1524892415273750528
260,"RT Right-wing Supreme Court justices are on the verge of reversing Roe v. Wade. The time is NOW to protect abortion rights for all! Sign the petition to protect legal, safe, & accessible abortions as essential health care! #AbortionIsHealthcare! ",Strongly believe abortion should be legal,2,1521992427992612864
261,Dont ruin the only halfway decent argument Ive seen for abortion with your idiocy.,Slightly believe abortion should be legal,1,1466828354078842887
262,"RT Fort Worth came out for the Womens March and Rally for Abortion Justice. Now we do the real work, making sure we vote for real change! #WomensMarch2021 #KeepMarching ",Strongly believe abortion should be legal,2,1444414753712087048
263,"RT It's 2022 and we're *still* having to fend off Republican legislation based on this quack's ""research."" Unreal. ",irrelevant or no opinion on abortion,99,1508919702835322880
264,"I strongly believe they couldve HAD this shit out on the market already, but they need it to be perfect so the men dont get cranky. I wish women had a birth control that didnt cause us migraines or painful acne or weight fluctuation, etc.",Slightly believe abortion should be legal,1,1507746633240530950
265,Okay I think were beyond the dont have kids part. People have kids they cant afford all the time. Look out for the kids. Dont make them suffer because of their parents lack of resources. I bet youre pro-life too huh,Neutral to abortion rights/restrictions,0,1488241959567343619
266,A win for the anti-choice/pro-mandatory birth movement.,Strongly believe abortion should be legal,2,1539707087823020034
267,RT Hope your kid doesnt ever find your Twitter: Katie Hill saying her own pregnancy has made her even MORE pro-choice does NOT go over well via @twitchyteam,Neutral to abortion rights/restrictions,0,1466883732590182402
268,"RT Crime, including abortion, is the backbone of democrat / woke ideology.",Strongly believe abortion should be illegal,-2,1541570620873400321
269,Look at this it is disgusting. new law in Colorado that allows women to get an abortion up to the moment of birth and denies the rights of pre-born babies. They are sick,Strongly believe abortion should be illegal,-2,1511811761355247622
270,Is it only ladies that have done abortion that always have health issues or are they the only ones that have done extreme things? Im not encouraging it but Abeg,Slightly believe abortion should be illegal,-1,1479199723869376517
271,check out ... it's all about gas taxes. they're sincere desire is that nobody thinks about abortion when voting in November. I think that's going to be hard for them to pull off!,Neutral to abortion rights/restrictions,0,1541565188796825600
272,RT This pro-abortion activist thinks anyone can be a woman. She also thinks men can become pregnant & have abortions. The Democrats have become a clown show! ,Strongly believe abortion should be illegal,-2,1527020841237635073
